Ensembl_ID	External_Gene_Name
ENSMUSG00000004415.13	COL26A1
ENSMUSG00000004446.10	BID
ENSMUSG00000004451.12	RALB
ENSMUSG00000004455.14	PPP1CC
ENSMUSG00000004460.14	DNAJB11
ENSMUSG00000004462.6	TBCCD1
ENSMUSG00000004473.9	CLEC11A
ENSMUSG00000004500.8	ZFP324
ENSMUSG00000004508.5	GAB2
ENSMUSG00000004530.10	CORO1C
ENSMUSG00000004535.10	TAX1BP1
ENSMUSG00000004540.7	PSG17
ENSMUSG00000004542.13	PSG19
ENSMUSG00000004552.14	CTSE
ENSMUSG00000004558.12	NDRG2
ENSMUSG00000004561.12	METTL17
ENSMUSG00000004562.14	ARHGEF40
ENSMUSG00000004565.12	PNPLA6
ENSMUSG00000004567.13	MCOLN1
ENSMUSG00000004568.10	ARHGEF18
ENSMUSG00000004591.14	PKN2
ENSMUSG00000004609.9	CD33
ENSMUSG00000004610.3	ETFB
ENSMUSG00000004612.8	NKG7
ENSMUSG00000004613.6	LIM2
ENSMUSG00000004626.12	STXBP2
ENSMUSG00000004630.16	PCP2
ENSMUSG00000004631.13	SGCE
ENSMUSG00000004633.15	CHN2
ENSMUSG00000004637.13	WWOX
ENSMUSG00000004642.11	SLBP
ENSMUSG00000004651.5	TYR
ENSMUSG00000004654.4	GHRHR
ENSMUSG00000004655.5	AQP1
ENSMUSG00000004661.13	ARID3B
ENSMUSG00000004665.8	CNN2
ENSMUSG00000004667.16	POLR2E
ENSMUSG00000004668.12	ABCA13
ENSMUSG00000004677.13	MYO9B
ENSMUSG00000004698.9	HDAC9
ENSMUSG00000004707.12	LY9
ENSMUSG00000004709.12	CD244
ENSMUSG00000004730.12	ADGRE1
ENSMUSG00000004748.5	MTFP1
ENSMUSG00000004768.12	RAB23
ENSMUSG00000004771.10	RAB11A
ENSMUSG00000004788.9	EIF2B2
ENSMUSG00000004789.9	DLST
ENSMUSG00000004791.6	PGF
ENSMUSG00000004798.12	ULK2
ENSMUSG00000004814.8	CCL24
ENSMUSG00000004815.10	DGKQ
ENSMUSG00000004821.1	TMED11
ENSMUSG00000004837.2	GRAP
ENSMUSG00000004842.16	POU1F1
ENSMUSG00000004843.6	CHMP2B
ENSMUSG00000004846.8	PLOD3
ENSMUSG00000004849.12	AP1S1
ENSMUSG00000004864.10	MAPK13
ENSMUSG00000004865.13	SRPK1
ENSMUSG00000004872.13	PAX3
ENSMUSG00000004880.9	LBR
ENSMUSG00000004885.5	CRABP2
ENSMUSG00000004891.14	NES
ENSMUSG00000004892.11	BCAN
ENSMUSG00000004894.8	HAPLN2
ENSMUSG00000004895.9	PRCC
ENSMUSG00000004896.14	RRNAD1
ENSMUSG00000004897.14	HDGF
ENSMUSG00000004902.6	SLC25A18
ENSMUSG00000004929.10	THOP1
ENSMUSG00000004931.10	APBA3
ENSMUSG00000004933.15	MATK
ENSMUSG00000004934.11	PIAS4
ENSMUSG00000004936.8	MAP2K1
ENSMUSG00000004937.5	SGTA
ENSMUSG00000004939.6	NMRK2
ENSMUSG00000004945.13	TMEM242
ENSMUSG00000004947.13	DTX2
ENSMUSG00000004948.10	ZP3
ENSMUSG00000004951.10	HSPB1
ENSMUSG00000004952.11	RASA4
ENSMUSG00000004961.6	SYT5
ENSMUSG00000004980.14	HNRNPA2B1
ENSMUSG00000004988.7	FXYD4
ENSMUSG00000004994.10	CCDC130
ENSMUSG00000004996.7	MRI1
ENSMUSG00000005034.13	PRKACB
ENSMUSG00000005043.11	SGSH
ENSMUSG00000005045.14	CHD5
ENSMUSG00000005054.6	CSTB
ENSMUSG00000005057.11	SH2B2
ENSMUSG00000005069.10	PEX5
ENSMUSG00000005078.14	JKAMP
ENSMUSG00000005087.15	CD44
ENSMUSG00000005089.13	SLC1A2
ENSMUSG00000005102.11	EIF2AK4
ENSMUSG00000005103.10	WDR1
ENSMUSG00000005107.11	SLC2A9
ENSMUSG00000005124.7	WISP1
ENSMUSG00000005125.10	NDRG1
ENSMUSG00000005131.3	4930550C14RIK
ENSMUSG00000005142.9	MAN2B1
ENSMUSG00000005148.7	KLF5
ENSMUSG00000005150.14	WDR83
ENSMUSG00000005161.13	PRDX2
ENSMUSG00000005198.13	POLR2A
ENSMUSG00000005202.2	SHBG
ENSMUSG00000005204.10	SENP3
ENSMUSG00000005220.8	CORIN
ENSMUSG00000005225.13	PLEKHA8
ENSMUSG00000005232.9	G6PC2
ENSMUSG00000005233.14	SPC25
ENSMUSG00000005237.11	DNAH2
ENSMUSG00000005251.12	RIPK4
ENSMUSG00000005262.10	UFD1L
ENSMUSG00000005267.11	ZFP287
ENSMUSG00000005268.18	PRLR
ENSMUSG00000005299.6	LETM1
ENSMUSG00000005312.12	UBQLN1
ENSMUSG00000005320.9	FGFR4
ENSMUSG00000005338.11	CADM3
ENSMUSG00000005339.8	FCER1A
ENSMUSG00000005354.13	TXN2
ENSMUSG00000005355.8	CASP14
ENSMUSG00000005357.8	SLC1A6
ENSMUSG00000005360.12	SLC1A3
ENSMUSG00000005362.12	CRBN
ENSMUSG00000005364.9	IL5RA
ENSMUSG00000005370.3	MSH6
ENSMUSG00000005371.12	FBXO11
ENSMUSG00000005373.11	MLXIPL
ENSMUSG00000005374.11	TBL2
ENSMUSG00000005378.15	WBSCR22
ENSMUSG00000005397.7	NID1
ENSMUSG00000005410.5	MCM5
ENSMUSG00000005413.7	HMOX1
ENSMUSG00000005417.15	MPRIP
ENSMUSG00000005442.11	CIC
ENSMUSG00000005447.10	PAFAH1B3
ENSMUSG00000005465.8	IL27RA
ENSMUSG00000005469.9	PRKACA
ENSMUSG00000005470.8	ASF1B
ENSMUSG00000005474.7	MYL10
ENSMUSG00000005481.15	DDX39
ENSMUSG00000005483.9	DNAJB1
ENSMUSG00000005493.13	MSH4
ENSMUSG00000005501.12	USP40
ENSMUSG00000005503.8	EVX1
ENSMUSG00000005505.10	KBTBD4
ENSMUSG00000005506.14	CELF1
ENSMUSG00000005510.7	NDUFS3
ENSMUSG00000005514.12	POR
ENSMUSG00000005533.9	IGF1R
ENSMUSG00000005534.9	INSR
ENSMUSG00000005540.9	FCER2A
ENSMUSG00000005547.12	CYP2A5
ENSMUSG00000005553.11	ATP4A
ENSMUSG00000005566.11	TRIM28
ENSMUSG00000005575.13	UBE2M
ENSMUSG00000005580.9	ADCY9
ENSMUSG00000005583.14	MEF2C
ENSMUSG00000005609.13	CTR9
ENSMUSG00000005610.14	EIF4G2
ENSMUSG00000005611.13	MRVI1
ENSMUSG00000005615.12	PCYT1A
ENSMUSG00000005621.11	ZFP592
ENSMUSG00000005625.13	PSMD4
ENSMUSG00000005628.10	TMOD4
ENSMUSG00000005640.9	INSRR
ENSMUSG00000005649.15	CABP5
ENSMUSG00000005656.8	SNX6
ENSMUSG00000005667.6	MTHFD2
ENSMUSG00000005672.10	KIT
ENSMUSG00000005674.7	TOMM40L
ENSMUSG00000005677.12	NR1I3
ENSMUSG00000005681.10	APOA2
ENSMUSG00000005682.8	PAN2
ENSMUSG00000005683.7	CS
ENSMUSG00000005686.14	AMPD3
ENSMUSG00000005687.12	BCAS2
ENSMUSG00000005696.9	SH2D1A
ENSMUSG00000005698.13	CTCF
ENSMUSG00000005699.13	PARD6A
ENSMUSG00000005705.8	AGRP
ENSMUSG00000005716.14	PVALB
ENSMUSG00000005718.7	TFAP4
ENSMUSG00000005732.12	RANBP1
ENSMUSG00000005763.13	CD247
ENSMUSG00000005774.10	RFX5
ENSMUSG00000005779.10	PSMB4
ENSMUSG00000005800.2	MMP8
ENSMUSG00000005802.10	SLC30A4
ENSMUSG00000005803.12	SQRDL
ENSMUSG00000005804.12	BLOC1S6
ENSMUSG00000005813.10	METAP1
ENSMUSG00000005823.8	GPR108
ENSMUSG00000005824.6	TNFSF14
ENSMUSG00000005836.8	GATA6
ENSMUSG00000005846.11	RSL1D1
ENSMUSG00000005864.7	CNGA2
ENSMUSG00000005871.12	APC
ENSMUSG00000005873.5	REEP5
ENSMUSG00000005881.11	ERGIC3
ENSMUSG00000005882.16	UQCC1
ENSMUSG00000005883.13	SPO11
ENSMUSG00000005886.12	NCOA2
ENSMUSG00000005891.6	PRL4A1
ENSMUSG00000005892.4	TRH
ENSMUSG00000005893.12	NR2C2
ENSMUSG00000005897.12	NR2C1
ENSMUSG00000005899.10	SMPD4
ENSMUSG00000005907.12	PEX1
ENSMUSG00000005917.13	OTX1
ENSMUSG00000005936.16	KCTD20
ENSMUSG00000005947.9	ITGAE
ENSMUSG00000005949.7	CTNS
ENSMUSG00000005950.12	P2RX5
ENSMUSG00000005951.11	SHPK
ENSMUSG00000005952.13	TRPV1
ENSMUSG00000005958.12	EPHB3
ENSMUSG00000005968.12	TUFT1
ENSMUSG00000005973.6	RCN1
ENSMUSG00000005980.13	DNASE1
ENSMUSG00000005981.11	TRAP1
ENSMUSG00000005982.11	NAA60
ENSMUSG00000005983.13	1700037C18RIK
ENSMUSG00000005986.13	ANKRD13D
ENSMUSG00000005994.12	TYRP1
ENSMUSG00000006005.15	TPR
ENSMUSG00000006007.12	PDC
ENSMUSG00000006010.12	BC003331
ENSMUSG00000006014.14	PRG4
ENSMUSG00000006019.13	DHX34
ENSMUSG00000006021.5	KPTN
ENSMUSG00000006024.10	NAPA
ENSMUSG00000006050.9	SRA1
ENSMUSG00000006056.11	CALCOCO2
ENSMUSG00000006057.13	ATP5G1
ENSMUSG00000006058.8	SNF8
ENSMUSG00000006095.10	TBCB
ENSMUSG00000006127.7	INPP5K
ENSMUSG00000006134.3	CRKL
ENSMUSG00000006143.10	UPK3BL
ENSMUSG00000006154.11	EPS8L1
ENSMUSG00000006169.17	CLINT1
ENSMUSG00000006179.6	PRSS16
ENSMUSG00000006191.15	CDKAL1
ENSMUSG00000006200.3	RHOX6
ENSMUSG00000006204.5	5430419D17RIK
ENSMUSG00000006205.11	HTRA1
ENSMUSG00000006215.10	ZBTB17
ENSMUSG00000006216.8	CLCNKB
ENSMUSG00000006218.4	FAM131C
ENSMUSG00000006219.10	FBLIM1
ENSMUSG00000006221.7	HSPB7
ENSMUSG00000006235.5	EPOR
ENSMUSG00000006241.13	CCDC159
ENSMUSG00000006262.13	MOB1B
ENSMUSG00000006269.6	ATP6V1B1
ENSMUSG00000006270.7	VAX1
ENSMUSG00000006273.12	ATP6V1B2
ENSMUSG00000006276.9	EPS15L1
ENSMUSG00000006281.7	TEP1
ENSMUSG00000006288.7	TTC5
ENSMUSG00000006289.12	OSGEP
ENSMUSG00000006299.11	AAMP
ENSMUSG00000006301.15	TMBIM1
ENSMUSG00000006304.12	ARPC2
ENSMUSG00000006307.14	KMT2B
ENSMUSG00000006310.10	ZBTB32
ENSMUSG00000006311.8	ETV2
ENSMUSG00000006313.4	UPK1A
ENSMUSG00000006315.8	TMEM147
ENSMUSG00000006333.12	RPS9
ENSMUSG00000006335.14	TFPT
ENSMUSG00000006342.12	SUSD2
ENSMUSG00000006344.14	GGT5
ENSMUSG00000006345.8	GGT1
ENSMUSG00000006356.8	CRIP2
ENSMUSG00000006360.9	CRIP1
ENSMUSG00000006362.13	CBFA2T3
ENSMUSG00000006369.12	FBLN1
ENSMUSG00000006373.10	PGRMC1
ENSMUSG00000006378.11	GCAT
ENSMUSG00000006386.13	TEK
ENSMUSG00000006389.10	MPL
ENSMUSG00000006390.13	ELOVL1
ENSMUSG00000006392.14	MED8
ENSMUSG00000006395.14	HYI
ENSMUSG00000006398.13	CDC20
ENSMUSG00000006403.10	ADAMTS4
ENSMUSG00000006411.10	PVRL4
ENSMUSG00000006412.8	PFDN2
ENSMUSG00000006418.15	RNF114
ENSMUSG00000006423.13	C330007P06RIK
ENSMUSG00000006435.13	NEURL1A
ENSMUSG00000006442.10	SRM
ENSMUSG00000006445.3	EPHA2
ENSMUSG00000006456.10	RBM14
ENSMUSG00000006457.3	ACTN3
ENSMUSG00000006462.6	A530013C23RIK
ENSMUSG00000006463.11	ZDHHC24
ENSMUSG00000006464.8	BBS1
ENSMUSG00000006469.11	SLC34A3
ENSMUSG00000006471.15	NDOR1
ENSMUSG00000006476.17	NSMF
ENSMUSG00000006488.14	PRL7A1
ENSMUSG00000006490.2	PRL8A9
ENSMUSG00000006494.9	PDK1
ENSMUSG00000006498.14	PTBP1
ENSMUSG00000006517.4	MVD
ENSMUSG00000006519.10	CYBA
ENSMUSG00000006522.13	ITIH3
ENSMUSG00000006526.9	TMEM110
ENSMUSG00000006527.12	SFMBT1
ENSMUSG00000006529.12	ITIH1
ENSMUSG00000006538.10	IHH
ENSMUSG00000006542.11	PRKAG3
ENSMUSG00000006546.3	CRYBA2
ENSMUSG00000006567.9	ATP7B
ENSMUSG00000006570.3	DEFB2
ENSMUSG00000006574.13	SLC4A1
ENSMUSG00000006575.12	RUNDC3A
ENSMUSG00000006576.14	SLC4A3
ENSMUSG00000006585.2	CDT1
ENSMUSG00000006586.13	RUNX1T1
ENSMUSG00000006587.5	SNAI3
ENSMUSG00000006589.7	APRT
ENSMUSG00000006599.11	GTF2H1
ENSMUSG00000006611.12	HFE
ENSMUSG00000006638.12	ABHD1
ENSMUSG00000006641.10	SLC5A6
ENSMUSG00000006642.3	TCF23
ENSMUSG00000006649.14	NPHS1
ENSMUSG00000006651.7	APLP1
ENSMUSG00000006673.12	QRICH1
ENSMUSG00000006675.8	P4HTM
ENSMUSG00000006676.14	USP19
ENSMUSG00000006678.6	POLA1
ENSMUSG00000006699.15	CDC42
ENSMUSG00000006705.10	PKNOX1
ENSMUSG00000006711.13	D130043K22RIK
ENSMUSG00000006715.9	GMNN
ENSMUSG00000006717.6	ACOT13
ENSMUSG00000006720.14	ZFP184
ENSMUSG00000006724.10	CYP27B1
ENSMUSG00000006728.10	CDK4
ENSMUSG00000006731.9	B4GALNT1
ENSMUSG00000006732.12	METTL1
ENSMUSG00000006736.8	TSPAN31
ENSMUSG00000006740.11	KIF5B
ENSMUSG00000006763.10	SAAL1
ENSMUSG00000006764.8	TPH2
ENSMUSG00000006777.7	KRT23
ENSMUSG00000006782.14	CNP
ENSMUSG00000006784.12	TTC25
ENSMUSG00000006800.11	SULF2
ENSMUSG00000006818.4	SOD2
ENSMUSG00000006850.7	TMCO6
ENSMUSG00000006906.9	STAMBP
ENSMUSG00000006920.12	EZH1
ENSMUSG00000006930.13	HAP1
ENSMUSG00000006931.13	P3H4
ENSMUSG00000006932.14	CTNNB1
ENSMUSG00000006941.4	EIF1B
ENSMUSG00000006948.6	KLK4
ENSMUSG00000006958.11	CHRD
ENSMUSG00000006998.13	PSMD2
ENSMUSG00000007021.4	SYNGR3
ENSMUSG00000007029.14	VARS
ENSMUSG00000007030.6	VWA7
ENSMUSG00000007033.4	HSPA1L
ENSMUSG00000007034.13	SLC44A4
ENSMUSG00000007035.13	MSH5
ENSMUSG00000007036.13	ABHD16A
ENSMUSG00000007038.5	NEU1
ENSMUSG00000007039.10	DDAH2
ENSMUSG00000007041.9	CLIC1
ENSMUSG00000007050.15	LSM2
ENSMUSG00000007080.12	POLE
ENSMUSG00000007097.12	ATP1A2
ENSMUSG00000007107.6	ATP1A4
ENSMUSG00000007122.9	CASQ1
ENSMUSG00000007207.8	STX1A
ENSMUSG00000007209.3	CEACAM9
ENSMUSG00000007216.4	ZFP775
ENSMUSG00000007279.12	SCUBE2
ENSMUSG00000007338.9	MRPL49
ENSMUSG00000007379.13	DENND2C
ENSMUSG00000007411.13	MARK3
ENSMUSG00000007415.13	GATAD1
ENSMUSG00000007440.10	PCDHA11
ENSMUSG00000007457.3	2310003L06RIK
ENSMUSG00000007458.12	M6PR
ENSMUSG00000007476.16	LRRC8A
ENSMUSG00000007480.3	MC5R
ENSMUSG00000007564.12	PPP2R1A
ENSMUSG00000007570.13	FANCE
ENSMUSG00000007589.8	TINF2
ENSMUSG00000007591.12	TSSK4
ENSMUSG00000007594.9	HAPLN4
ENSMUSG00000007603.8	DUS3L
ENSMUSG00000007610.13	GTPBP3
ENSMUSG00000007613.13	TGFBR1
ENSMUSG00000007617.15	HOMER1
ENSMUSG00000007646.11	RAD51C
ENSMUSG00000007653.10	GABRB2
ENSMUSG00000007655.14	CAV1
ENSMUSG00000007656.11	ARPP19
ENSMUSG00000007659.16	BCL2L1
ENSMUSG00000007670.9	KHSRP
ENSMUSG00000007682.5	DIO2
ENSMUSG00000007721.5	CCDC124
ENSMUSG00000007739.8	CCT4
ENSMUSG00000007777.7	0610009B22RIK
ENSMUSG00000007783.9	CPT1C
ENSMUSG00000007805.4	TWIST2
ENSMUSG00000007812.14	ZFP655
ENSMUSG00000007815.11	RHOA
ENSMUSG00000007817.12	ZMIZ1
ENSMUSG00000007827.10	ANKRD26
ENSMUSG00000007833.11	ALDH16A1
ENSMUSG00000007836.6	HNRNPA0
ENSMUSG00000007837.8	PRRG2
ENSMUSG00000007850.14	HNRNPH1
ENSMUSG00000007867.8	IFT43
ENSMUSG00000007872.3	ID3
ENSMUSG00000007877.2	TCAP
ENSMUSG00000007880.14	ARID1A
ENSMUSG00000007888.13	CRLF1
ENSMUSG00000007891.13	CTSD
ENSMUSG00000007892.7	RPLP1
ENSMUSG00000007907.4	CABS1
ENSMUSG00000007908.12	HMGCLL1
ENSMUSG00000007944.7	TTC9B
ENSMUSG00000007946.10	PHOX2A
ENSMUSG00000007950.8	ABHD8
ENSMUSG00000007987.10	IFT22
ENSMUSG00000007989.6	FZD3
ENSMUSG00000008028.13	1700008O03RIK
ENSMUSG00000008035.10	MID1IP1
ENSMUSG00000008036.10	AP2S1
ENSMUSG00000008090.12	FGFRL1
ENSMUSG00000008129.12	4930432K21RIK
ENSMUSG00000008136.12	FHL2
ENSMUSG00000008140.15	EMC10
ENSMUSG00000008153.9	CLSTN3
ENSMUSG00000008167.12	FBXW9
ENSMUSG00000008193.11	SPIB
ENSMUSG00000008200.12	FNBP4
ENSMUSG00000008206.13	CERS4
ENSMUSG00000008226.12	SCRN3
ENSMUSG00000008301.9	PHAX
ENSMUSG00000008305.16	TLE1
ENSMUSG00000008307.9	1700109H08RIK
ENSMUSG00000008318.7	RELT
ENSMUSG00000008333.10	SNRPB2
ENSMUSG00000008348.9	UBC
ENSMUSG00000008373.14	PRPF31
ENSMUSG00000008384.8	SERTAD1
ENSMUSG00000008393.8	CARHSP1
ENSMUSG00000008398.12	ELK3
ENSMUSG00000008429.7	HERPUD2
ENSMUSG00000008435.13	RDH13
ENSMUSG00000008438.3	ADAM21
ENSMUSG00000008450.7	NUTF2
ENSMUSG00000008461.5	FUT1
ENSMUSG00000008475.11	ARPC5
ENSMUSG00000008482.8	RNF151
ENSMUSG00000008489.16	ELAVL2
ENSMUSG00000008496.16	POU2F2
ENSMUSG00000008540.9	MGST1
ENSMUSG00000008575.15	NFIB
ENSMUSG00000008590.4	HTR3B
ENSMUSG00000008601.10	RAB25
ENSMUSG00000008604.9	UBQLN4
ENSMUSG00000008658.13	RBFOX1
ENSMUSG00000008668.12	RPS18
ENSMUSG00000008682.11	RPL10
ENSMUSG00000008683.14	RPS15A
ENSMUSG00000008690.13	NCAPH2
ENSMUSG00000008730.15	HIPK1
ENSMUSG00000008734.8	GPRC5B
ENSMUSG00000008763.14	MAN1A2
ENSMUSG00000008789.9	CEACAM5
ENSMUSG00000008813.10	TPPP2
ENSMUSG00000008822.13	ACYP1
ENSMUSG00000008843.4	CLDN13
ENSMUSG00000008845.7	CD163
ENSMUSG00000008855.15	HDAC5
ENSMUSG00000008859.7	RALA
ENSMUSG00000008874.3	CLEC3A
ENSMUSG00000008892.9	VDAC3
ENSMUSG00000008932.9	SLC1A7
ENSMUSG00000008958.12	VPS72
ENSMUSG00000008976.14	GABPA
ENSMUSG00000008999.7	BMP7
ENSMUSG00000009013.5	DYNLL1
ENSMUSG00000009030.12	PDCL
ENSMUSG00000009035.11	TMEM184B
ENSMUSG00000009047.3	GM5965
ENSMUSG00000009070.12	RSPH14
ENSMUSG00000009073.14	NF2
ENSMUSG00000009075.2	CABP7
ENSMUSG00000009076.8	ZMAT5
ENSMUSG00000009079.14	EWSR1
ENSMUSG00000009090.15	AP1B1
ENSMUSG00000009092.4	DERL3
ENSMUSG00000009093.7	GSTT4
ENSMUSG00000009097.9	TBX1
ENSMUSG00000009108.13	GNAT2
ENSMUSG00000009112.2	BCL2L13
ENSMUSG00000009114.15	2610028H24RIK
ENSMUSG00000009115.5	SPATC1L
ENSMUSG00000009145.4	DQX1
ENSMUSG00000009185.2	CCL8
ENSMUSG00000009207.13	LNP
ENSMUSG00000009210.8	2310007L24RIK
ENSMUSG00000009214.7	TMEM8C
ENSMUSG00000009216.7	FAM163B
ENSMUSG00000009246.12	TRPM5
ENSMUSG00000009248.5	ASCL2
ENSMUSG00000009281.4	RARRES2
ENSMUSG00000009291.10	PTTG1IP
ENSMUSG00000009292.15	TRPM2
ENSMUSG00000009293.15	UBE2G2
ENSMUSG00000009350.11	MPO
ENSMUSG00000009356.10	LPO
ENSMUSG00000009376.13	MET
ENSMUSG00000009378.3	SLC16A12
ENSMUSG00000009394.11	SYN2
ENSMUSG00000009406.11	ELK1
ENSMUSG00000009418.13	NAV1
ENSMUSG00000009470.14	TNPO1
ENSMUSG00000009471.3	MYOD1
ENSMUSG00000009487.9	OTOG
ENSMUSG00000009535.11	RNMT
ENSMUSG00000009545.12	KCNQ1
ENSMUSG00000009549.12	SRP14
ENSMUSG00000009551.2	6330409D20RIK
ENSMUSG00000009555.14	CDK9
ENSMUSG00000009563.14	TOR2A
ENSMUSG00000009566.10	FPGS
ENSMUSG00000009569.12	MKL2
ENSMUSG00000009575.12	CBX5
ENSMUSG00000009580.13	ODAM
ENSMUSG00000009585.15	APOBEC3
ENSMUSG00000009588.9	ST6GALNAC1
ENSMUSG00000009596.7	TAF7L
ENSMUSG00000009614.14	SARDH
ENSMUSG00000009621.16	VAV2
ENSMUSG00000009628.12	TEX15
ENSMUSG00000009630.9	PPP2CB
ENSMUSG00000009633.3	G0S2
ENSMUSG00000009640.9	DMAP1
ENSMUSG00000009646.11	PLA2G12B
ENSMUSG00000009647.11	MCU
ENSMUSG00000009654.4	OIT3
ENSMUSG00000009670.9	TEX11
ENSMUSG00000009681.9	BCR
ENSMUSG00000009687.12	FXYD5
ENSMUSG00000009731.4	KCND1
ENSMUSG00000009733.8	TFCP2
ENSMUSG00000009734.15	POU6F2
ENSMUSG00000009739.14	POU6F1
ENSMUSG00000009741.12	UBP1
ENSMUSG00000009772.13	NUAK2
ENSMUSG00000009828.13	ICK
ENSMUSG00000009863.12	SDHB
ENSMUSG00000009876.11	COX4I2
ENSMUSG00000009894.13	SNAP47
ENSMUSG00000009900.7	WNT3A
ENSMUSG00000009905.5	KDSR
ENSMUSG00000009907.15	VPS4B
ENSMUSG00000009927.8	RPS25
ENSMUSG00000009941.8	NXF2
ENSMUSG00000009995.15	TAZ
ENSMUSG00000010021.11	KIF19A
ENSMUSG00000010025.16	ALDH3A2
ENSMUSG00000010044.10	ZMYND10
ENSMUSG00000010045.2	TMEM115
ENSMUSG00000010047.10	HYAL2
ENSMUSG00000010048.8	IFRD2
ENSMUSG00000010051.13	HYAL1
ENSMUSG00000010054.4	TUSC2
ENSMUSG00000010057.6	NPRL2
ENSMUSG00000010064.13	SLC38A3
ENSMUSG00000010066.13	CACNA2D2
ENSMUSG00000010067.11	RASSF1
ENSMUSG00000010080.13	EPN3
ENSMUSG00000010086.15	RNF112
ENSMUSG00000010095.11	SLC3A2
ENSMUSG00000010097.11	NXF1
ENSMUSG00000010110.15	STX5A
ENSMUSG00000010122.12	SLC47A1
ENSMUSG00000010136.12	PIFO
ENSMUSG00000010142.10	TNFRSF13B
ENSMUSG00000010154.6	SPIRE2
ENSMUSG00000010175.11	PROX1
ENSMUSG00000010205.10	RAVER1
ENSMUSG00000010277.7	2610507B11RIK
ENSMUSG00000010290.7	AI597479
ENSMUSG00000010307.5	TMEM86A
ENSMUSG00000010311.13	OPTC
ENSMUSG00000010342.14	TEX14
ENSMUSG00000010358.11	IFI35
ENSMUSG00000010362.7	RDM1
ENSMUSG00000010376.12	NEDD8
ENSMUSG00000010392.8	GOSR1
ENSMUSG00000010406.9	MRPL52
ENSMUSG00000010435.6	SPACA7
ENSMUSG00000010453.10	KANSL3
ENSMUSG00000010461.12	EYA4
ENSMUSG00000010476.11	EBF3
ENSMUSG00000010492.10	UCKL1OS
ENSMUSG00000010505.13	MYT1
ENSMUSG00000010517.7	FAF1
ENSMUSG00000010529.5	GM266
ENSMUSG00000010538.12	TSACC
ENSMUSG00000010554.12	METTL16
ENSMUSG00000010592.8	DAZL
ENSMUSG00000010601.11	APOL7A
ENSMUSG00000010607.8	PIGYL
ENSMUSG00000010608.13	RBM25
ENSMUSG00000010609.13	PSEN2
ENSMUSG00000010651.4	ACAA1B
ENSMUSG00000010660.2	PLCD1
ENSMUSG00000010663.4	FADS1
ENSMUSG00000010721.13	LMBR1
ENSMUSG00000010751.12	TNFRSF22
ENSMUSG00000010755.14	CARS
ENSMUSG00000010760.4	PHLDA2
ENSMUSG00000010796.9	ASZ1
ENSMUSG00000010797.6	WNT2
ENSMUSG00000010803.10	GABRA1
ENSMUSG00000010825.15	GRID2IP
ENSMUSG00000010830.7	KDELR3
ENSMUSG00000010841.11	1700006E09RIK
ENSMUSG00000010911.10	APIP
ENSMUSG00000010914.8	PDHX
ENSMUSG00000010936.10	VAC14
ENSMUSG00000011008.11	MCOLN2
ENSMUSG00000011034.6	SLC5A1
ENSMUSG00000011052.6	1700049J03RIK
ENSMUSG00000011096.14	AKT1S1
ENSMUSG00000011114.15	TBRG1
ENSMUSG00000011118.3	PANX3
ENSMUSG00000011148.11	ADSSL1
ENSMUSG00000011154.14	1700026D08RIK
ENSMUSG00000011158.7	BRF1
ENSMUSG00000011171.9	VIPR2
ENSMUSG00000011179.7	ODC1
ENSMUSG00000011254.14	THG1L
ENSMUSG00000011256.14	ADAM19
ENSMUSG00000011257.17	PABPC4
ENSMUSG00000011263.13	EXOC3L2
ENSMUSG00000011267.7	ZFP296
ENSMUSG00000011305.9	PLIN5
ENSMUSG00000011306.6	SUGP1
ENSMUSG00000011349.5	DMRTC2
ENSMUSG00000011350.13	GM5893
ENSMUSG00000011382.6	DHDH
ENSMUSG00000011427.13	ZFP790
ENSMUSG00000011463.5	CPB1
ENSMUSG00000011486.12	SLC25A41
ENSMUSG00000011589.8	FSD1
ENSMUSG00000011632.6	PINLYP
ENSMUSG00000011658.12	FUZ
ENSMUSG00000011751.14	SPTBN4
ENSMUSG00000011752.6	PGAM1
ENSMUSG00000011831.14	EVI5
ENSMUSG00000011832.13	EVI5L
ENSMUSG00000011837.3	SNAPC2
ENSMUSG00000011877.11	GIT1
ENSMUSG00000011884.11	GLTP
ENSMUSG00000011958.15	BNIP2
ENSMUSG00000011960.10	CCNT1
ENSMUSG00000012017.3	SCARF2
ENSMUSG00000012042.6	4930579F01RIK
ENSMUSG00000012076.7	BRMS1L
ENSMUSG00000012114.14	MED15
ENSMUSG00000012117.11	DHDDS
ENSMUSG00000012123.13	AIM1L
ENSMUSG00000012126.14	UBXN11
ENSMUSG00000012187.11	MOGAT1
ENSMUSG00000012211.11	TEX22
ENSMUSG00000012282.2	WNT8A
ENSMUSG00000012296.13	TJAP1
ENSMUSG00000012350.13	EHF
ENSMUSG00000012396.10	NANOG
ENSMUSG00000012405.13	RPL15
ENSMUSG00000012422.12	TMEM167
ENSMUSG00000012428.9	STEAP4
ENSMUSG00000012429.8	MPLKIP
ENSMUSG00000012443.3	KIF11
ENSMUSG00000012483.4	RPA3
ENSMUSG00000012519.12	MLKL
ENSMUSG00000012520.10	PHOX2B
ENSMUSG00000012535.12	TNPO3
ENSMUSG00000012609.16	TTLL5
ENSMUSG00000012640.14	ZFP715
ENSMUSG00000012705.14	RETN
ENSMUSG00000012777.12	ACPT
